syracuse,227
dromio,222
antipholus,217
ephesus,169
adriana,89
man,58
luciana,55
master,46
chain,45
home,41
duke,40
angelo,39
wife,38
i’ll,33
merchant,30
time,30
husband,28
mad,27
egeon,27
good,27
money,26
sister,26
abbess,25
officer,24
mistress,23
art,22
house,22
dinner,22
